"make_model","city_mpg","hwy_mpg","eng_type","torque","hp","cyl","displacement","drivetrain","transmission","weight"
Audi A8 3.0T Quattro AWD 4dr,18,28,Gas,325,333,6,3.0,AWD,Auto,4365
Audi A8 4.0T Quattro AWD 4dr,17,28,Gas,444,420,8,4.0,AWD,Auto,4508
Audi A8 L 3.0T Quattro AWD 4d,18,28,Gas,325,333,6,3.0,AWD,Auto,4464
Audi A8 L 4.0T Quattro AWD 4d,16,26,Gas,444,420,8,4.0,AWD,Auto,4619
Audi A8 L TDI Quattro AWD 4d,24,36,Diesel,406,240,6,3.0,AWD,Auto,4564
Audi A8 L W12 Quattro AWD 4d,13,21,Gas,463,500,12,6.3,AWD,Auto,4784
Audi RS 5 Quattro AWD 2d,16,23,Gas,316,450,8,4.2,AWD,Auto,4009
Audi RS 5 Quattro AWD convertibl,16,22,Gas,316,450,8,4.2,AWD,Auto,4420
Audi RS 7 Prestige Quattro AWD 4dr hatc,16,27,Gas,516,560,8,4.0,AWD,Auto,4475
Audi S4 Premium Plus Quattro AWD 4d,18,28,Gas,325,333,6,3.0,AWD,Auto,3935
Audi S4 Prestige Quattro AWD 4d,18,28,Gas,325,333,6,3.0,AWD,Auto,3935
Audi S4 Prestige Quattro AWD 4d,17,26,Gas,325,333,6,3.0,AWD,Manual,3858
Audi S5 Premium Plus Quattro 2d,18,28,Gas,325,333,6,3.0,AWD,Auto,4045
Audi S5 Premium Plus Quattro 2d,17,26,Gas,325,333,6,3.0,AWD,Manual,3858
Audi S5 Premium Plus Quattro convertibl,18,26,Gas,325,333,6,3.0,AWD,Auto,4310
Audi S5 Prestige Quattro 2d,18,28,Gas,325,333,6,3.0,AWD,Auto,4045
Audi S5 Prestige Quattro 2d,17,26,Gas,325,333,6,3.0,AWD,Manual,3858
Audi S5 Prestige Quattro convertibl,18,26,Gas,325,333,6,3.0,AWD,Auto,4310
Audi S6 Prestige Quattro 4d,17,27,Gas,406,420,8,4.0,AWD,Auto,4398
Audi S7 Prestige Quattro AWD 4dr hatc,17,27,Gas,406,420,8,4.0,AWD,Auto,4508
Audi S8 Quattro 4d,15,26,Gas,481,520,8,4.0,AWD,Auto,4641
BMW 528i RWD 4dr,23,34,Gas,258,241,4,2.0,RWD,Auto,3814
BMW 528i xDrive AWD 4dr,22,33,Gas,258,241,4,2.0,AWD,Auto,4001
BMW 535i RWD 4dr,20,30,Gas,300,300,6,3.0,RWD,Auto,4068
BMW 535i xDrive AWD 4dr,20,29,Gas,300,300,6,3.0,AWD,Auto,4233
BMW 550i RWD 4dr,17,25,Gas,479,443,8,4.4,RWD,Auto,4365
BMW 550i xDrive AWD 4dr,16,24,Gas,479,443,8,4.4,AWD,Auto,4519
BMW 640i Gran Coupe RWD 4dr,20,30,Gas,330,315,6,3.0,RWD,Auto,4191
BMW 640i Gran Coupe xDrive AWD 4dr,20,29,Gas,330,315,6,3.0,AWD,Auto,4365
BMW 640i RWD 2dr,22,33,Gas,330,315,6,3.0,RWD,Auto,4001
BMW 640i RWD convertible,20,30,Gas,330,315,6,3.0,RWD,Auto,4286
BMW 640i xDrive AWD 2dr,20,29,Gas,330,315,6,3.0,AWD,Auto,4190
BMW 640i xDrive AWD convertible,20,29,Gas,330,315,6,3.0,AWD,Auto,4455
BMW 650i Gran Coupe RWD 4dr,17,25,Gas,480,445,8,4.4,RWD,Auto,4430
BMW 650i Gran Coupe xDrive AWD 4dr,16,24,Gas,480,445,8,4.4,AWD,Auto,4605
BMW 650i RWD 2dr,17,25,Gas,480,445,8,4.4,RWD,Auto,4275
BMW 650i RWD convertible,17,25,Gas,480,445,8,4.4,RWD,Auto,4520
BMW 650i xDrive AWD 2dr,16,24,Gas,480,445,8,4.4,AWD,Auto,4410
BMW 650i xDrive AWD convertible,16,24,Gas,480,445,8,4.4,AWD,Auto,4650
BMW 740i RWD 4dr,19,29,Gas,330,315,6,3.0,RWD,Auto,4310
BMW 740Li RWD 4dr,19,29,Gas,330,315,6,3.0,RWD,Auto,4350
BMW 740Li xDrive AWD 4dr,19,28,Gas,330,315,6,3.0,AWD,Auto,4525
BMW 750i RWD 4dr,17,25,Gas,480,445,8,4.4,RWD,Auto,4575
BMW 750i xDrive AWD 4dr,16,24,Gas,480,445,8,4.4,AWD,Auto,4745
BMW 750Li RWD 4dr,16,25,Gas,480,445,8,4.4,RWD,Auto,4660
BMW 750Li xDrive AWD 4dr,16,24,Gas,480,445,8,4.4,AWD,Auto,4800
BMW 760Li RWD 4dr,13,20,Gas,550,535,12,6.0,RWD,Auto,5015
BMW ActiveHybrid 3 RWD 4dr,25,33,Hybrid,300,300,6,3.0,RWD,Auto,3825
BMW ActiveHybrid 5 RWD 4dr,23,30,Hybrid,295,302,6,3.0,RWD,Auto,4398
BMW ActiveHybrid 7 RWD 4dr,22,30,Hybrid,330,315,6,3.0,RWD,Auto,4680
BMW Alpina B7 LWB 4d,16,25,Gas,538,540,8,4.4,RWD,Auto,5050
Cadillac CTS 2.0 Luxury Collection Sport AWD 4dr,19,28,Gas,295,272,4,2.0,AWD,Auto,3805
Cadillac CTS 2.0 Luxury Collection Sport RWD 4dr,20,30,Gas,295,272,4,2.0,RWD,Auto,3649
Cadillac CTS 2.0 Performance Collection Sport AWD 4dr,19,28,Gas,295,272,4,2.0,AWD,Auto,3874
Cadillac CTS 2.0 Performance Collection Sport RWD 4dr,20,30,Gas,295,272,4,2.0,RWD,Auto,3717
Cadillac CTS 2.0 Premium Collection Sport AWD 4dr,19,28,Gas,295,272,4,2.0,AWD,Auto,3891
Cadillac CTS 2.0 Premium Collection Sport RWD 4dr,20,30,Gas,295,272,4,2.0,RWD,Auto,3735
Cadillac CTS 3.6 Luxury Collection Sport AWD 4dr,18,26,Gas,275,318,6,3.6,AWD,Auto,3889
Cadillac CTS 3.6 Luxury Collection Sport RWD 4dr,18,29,Gas,275,318,6,3.6,RWD,Auto,3757
Cadillac CTS 3.6 Performance Collection Sport AWD 4dr,18,26,Gas,275,318,6,3.6,AWD,Auto,3960
Cadillac CTS 3.6 Performance Collection Sport RWD 4dr,18,29,Gas,275,318,6,3.6,RWD,Auto,3827
Cadillac CTS 3.6 Premium Collection AWD 2dr,18,26,Gas,275,318,6,3.6,AWD,Auto,4102
Cadillac CTS 3.6 Premium Collection Sport AWD 4dr,18,26,Gas,275,318,6,3.6,AWD,Auto,3977
Cadillac CTS 3.6 Premium Collection Sport RWD 4dr,18,29,Gas,275,318,6,3.6,RWD,Auto,3845
Cadillac CTS 3.6 V-Sport Premium Sport RWD 4dr,16,24,Gas,430,420,6,3.6,RWD,Auto,3952
Cadillac CTS 3.6 V-Sport RWD 4dr,16,24,Gas,430,420,6,3.6,RWD,Auto,3952
Cadillac CTS-V RWD 2d,14,19,Gas,551,556,8,6.2,RWD,Manual,4217
Cadillac CTS-V RWD 4d,14,19,Gas,551,556,8,6.2,RWD,Manual,4204
Cadillac ELR 2d,31,35,Hybrid,295,162,4,1.4,FWD,Auto,4048
Cadillac XTS Luxury Collection 4dr,18,28,Gas,264,304,6,3.6,FWD,Auto,4006
Cadillac XTS Luxury Collection AWD 4dr,17,26,Gas,264,304,6,3.6,AWD,Auto,4215
Cadillac XTS Platinum Collection 4dr,18,28,Gas,264,304,6,3.6,FWD,Auto,4006
Cadillac XTS Platinum Collection AWD 4dr,17,26,Gas,264,304,6,3.6,AWD,Auto,4215
Cadillac XTS Premium Collection 4dr,18,28,Gas,264,304,6,3.6,FWD,Auto,4006
Cadillac XTS Premium Collection AWD 4dr,17,26,Gas,264,304,6,3.6,AWD,Auto,4215
Cadillac XTS Vsport Platinum Collection AWD 4dr,16,24,Gas,369,410,6,3.6,AWD,Auto,4215
Cadillac XTS Vsport Premium Collection AWD 4dr,16,24,Gas,369,410,6,3.6,AWD,Auto,4215
Chrysler 300 SRT8 RWD 4dr,14,23,Gas,470,470,8,6.4,RWD,Auto,4365
Hyundai Equus Signature 4dr,15,23,Gas,376,429,8,5.0,RWD,Auto,4553
Hyundai Equus Ultimate 4dr,15,23,Gas,376,429,8,5.0,RWD,Auto,4616
Jaguar XF Sports AWD 4dr,16,26,Gas,332,340,6,3.0,AWD,Auto,4145
Jaguar XF Supercharged Sports RWD 4dr,15,23,Gas,424,470,8,5.0,RWD,Auto,4134
Jaguar XF V6 Sports RWD 4dr,17,28,Gas,332,340,6,3.0,RWD,Auto,3902
Jaguar XFR RWD Sports 4dr,15,23,Gas,461,510,8,5.0,RWD,Auto,4134
Jaguar XFR-S Sports RWD 4dr,15,23,Gas,502,550,8,5.0,RWD,Auto,4380
Jaguar XJ AWD 4dr,16,24,Gas,332,340,6,3.0,AWD,Auto,4125
Jaguar XJ RWD 4dr,18,27,Gas,332,340,6,3.0,RWD,Auto,3869
Jaguar XJ Supercharged RWD 4dr,15,23,Gas,424,470,8,5.0,RWD,Auto,4123
Jaguar XJL Portfolio AWD 4dr,16,24,Gas,332,340,6,3.0,AWD,Auto,4153
Jaguar XJL Portfolio RWD 4dr,18,27,Gas,332,340,6,3.0,RWD,Auto,3957
Jaguar XJL Supercharged RWD 4dr,15,23,Gas,424,470,8,5.0,RWD,Auto,4145
Jaguar XJR LWB RWD 4dr,15,23,Gas,502,550,8,5.0,RWD,Auto,4145
Jaguar XJR RWD 4dr,15,23,Gas,502,550,8,5.0,RWD,Auto,4123
Lexus GS 350 AWD 4dr,19,26,Gas,277,306,6,3.5,AWD,Auto,3980
Lexus GS 450h RWD 4dr,29,34,Hybrid,254,286,6,3.5,RWD,Auto,4190
Lexus IS F Sport RWD 4dr,16,23,Gas,371,416,8,5.0,RWD,Auto,3780
Lexus LS 460 AWD 4dr,16,23,Gas,367,386,8,4.6,AWD,Auto,4652
Lexus LS 460 L AWD 4dr,16,23,Gas,367,386,8,4.6,AWD,Auto,4696
Lexus LS 460 L RWD 4dr,16,24,Gas,367,386,8,4.6,RWD,Auto,4277
Lexus LS 460 RWD 4dr,16,24,Gas,367,386,8,4.6,RWD,Auto,4233
Lexus LS 600h L AWD 4dr,19,23,Hybrid,385,438,8,5.0,AWD,Auto,5159
Maserati Ghibli 4d,15,25,Gas,550,410,6,3.0,RWD,Auto,3990
Maserati Ghibli S Q4 4d,15,25,Gas,550,410,6,3.0,AWD,Auto,4123
Mercedes-Benz C63 AMG RWD 2dr,13,19,Gas,443,451,8,6.3,RWD,Auto,3924
Mercedes-Benz C63 AMG RWD 4dr,13,19,Gas,443,451,8,6.3,RWD,Auto,3924
Mercedes-Benz CL550 4MATIC AWD 2dr,15,24,Gas,516,429,8,4.6,AWD,Auto,4740
Mercedes-Benz CL600 RWD 2dr,12,18,Gas,612,510,12,5.5,RWD,Auto,4894
Mercedes-Benz CL63 AMG RWD 2dr,15,22,Gas,590,536,8,5.5,RWD,Auto,4806
Mercedes-Benz CL65 AMG RWD 2dr,12,18,Gas,738,621,12,6.0,RWD,Auto,5027
Mercedes-Benz CLS550 4MATIC AWD 4dr,18,25,Gas,443,402,8,4.6,AWD,Auto,4442
Mercedes-Benz CLS550 RWD 4dr,18,27,Gas,443,402,8,4.6,RWD,Auto,4255
Mercedes-Benz CLS63 AMG 4MATIC AWD 4dr,16,22,Gas,516,518,8,5.5,AWD,Auto,4277
Mercedes-Benz E250 BlueTEC 4MATIC AWD 4dr,27,42,Diesel,369,195,4,2.1,AWD,Auto,4409
Mercedes-Benz E250 BlueTEC RWD 4dr,28,45,Diesel,369,195,4,2.1,RWD,Auto,4200
Mercedes-Benz E350 4MATIC AWD 2dr,20,28,Gas,273,302,6,3.5,AWD,Auto,4001
Mercedes-Benz E350 4MATIC AWD 4dr,20,28,Gas,273,302,6,3.5,AWD,Auto,3979
Mercedes-Benz E350 RWD 2dr,20,28,Gas,273,302,6,3.5,RWD,Auto,3869
Mercedes-Benz E350 RWD 4dr,21,30,Gas,273,302,6,3.5,RWD,Auto,3825
Mercedes-Benz E350 RWD convertible,19,28,Gas,273,302,6,3.5,RWD,Auto,4101
Mercedes-Benz E400 Hybrid RWD 4dr,24,30,Hybrid,457,329,6,3.5,RWD,Auto,4189
Mercedes-Benz E550 4MATIC AWD 4dr,17,26,Gas,443,402,8,4.6,AWD,Auto,4145
Mercedes-Benz E550 RWD 2dr,18,26,Gas,443,402,8,4.6,RWD,Auto,3773
Mercedes-Benz E550 RWD convertible,17,26,Gas,443,402,8,4.6,RWD,Auto,4387
Mercedes-Benz E63 AMG 4MATIC AWD 4dr,16,24,Gas,590,550,8,5.5,AWD,Auto,4048
Mercedes-Benz S550 4MATIC AWD 4dr,15,24,Gas,516,449,8,4.6,AWD,Auto,4442
Mercedes-Benz S550 RWD 4dr,17,25,Gas,516,449,8,4.6,RWD,Auto,4442
Mercedes-Benz S63 AMG 4MATIC AWD 4dr,15,23,Gas,664,577,8,5.5,RWD,Auto,4563
Porsche Panamera 4 AWD 4dr hatc,18,27,Gas,295,333,6,3.6,AWD,Auto,4012
Porsche Panamera 4S AWD 4dr hatc,17,27,Gas,384,420,6,3.0,AWD,Auto,4123
Porsche Panamera 4S Executive AWD 4dr hatc,17,26,Gas,384,420,6,3.0,AWD,Auto,4409
Porsche Panamera GTS AWD 4dr hatc,16,24,Gas,384,440,8,4.8,AWD,Auto,4244
Porsche Panamera RWD 4dr hatc,18,28,Gas,295,333,6,3.6,RWD,Auto,3902
Porsche Panamera S E-Hybrid RWD 4dr hatc,22,30,Hybrid,325,333,6,3.0,RWD,Auto,4619
Porsche Panamera S RWD 4dr hatc,17,27,Gas,384,420,6,3.0,RWD,Auto,3990
Porsche Panamera Turbo AWD 4dr hatc,15,24,Gas,516,520,8,4.8,AWD,Auto,4343
Porsche Panamera Turbo Executive AWD 4dr hatc,15,24,Gas,516,520,8,4.8,AWD,Auto,4564
Acura TSX,22,30,Gas,170,201,4,2.4,FWD,Auto,3599
Acura TSX w/Technology Pk,22,30,Gas,170,201,4,2.4,FWD,Auto,3599
Audi allroad Premium Plus Quattro AW,20,27,Gas,258,220,4,2.0,AWD,Auto,3891
Audi allroad Premium Quattro AW,20,27,Gas,258,220,4,2.0,AWD,Auto,3891
Audi allroad Prestige Quattro AWD,20,27,Gas,258,220,4,2.0,AWD,Auto,3891
BMW 328d xDrive AWD,31,43,Diesel,280,180,4,2.0,AWD,Auto,3790
BMW 328i xDrive AWD,22,33,Gas,255,240,4,2.0,AWD,Auto,3780
Cadillac CTS 3.0 Luxury Collection AWD,18,26,Gas,223,270,6,3.0,AWD,Auto,4213
Cadillac CTS 3.0 Luxury Collection RWD,18,26,Gas,223,270,6,3.0,RWD,Auto,4024
Cadillac CTS 3.6 Performance Collection AWD,18,26,Gas,275,318,6,3.6,AWD,Auto,4316
Cadillac CTS 3.6 Performance Collection RWD,18,26,Gas,275,318,6,3.6,RWD,Auto,4096
Cadillac CTS 3.6 Premium Collection AWD,18,26,Gas,275,318,6,3.6,AWD,Auto,4316
Cadillac CTS 3.6 Premium Collection RWD,18,26,Gas,275,318,6,3.6,RWD,Auto,4096
Cadillac CTS-V RW,14,19,Gas,551,556,8,6.2,RWD,Manual,4398
Ford C-Max Energi SEL,44,41,Hybrid,129,141,4,2.0,FWD,Auto,3859
Ford C-Max Hybrid SE,45,40,Hybrid,129,141,4,2.0,FWD,Auto,3607
Ford C-Max Hybrid SEL,45,40,Hybrid,129,141,4,2.0,FWD,Auto,3607
Mazda5 Grand Tourin,22,28,Gas,163,157,4,2.5,FWD,Auto,3457
Mazda5 Spor,22,28,Gas,163,157,4,2.5,FWD,Auto,3457
Mazda5 Spor,21,28,Gas,163,157,4,2.5,FWD,Manual,3417
Mazda5 Tourin,22,28,Gas,163,157,4,2.5,FWD,Auto,3457
Mercedes-Benz E350 4MATIC AWD,19,26,Gas,273,302,6,3.5,AWD,Auto,4213
Subaru Outback 2.5i,24,30,Gas,174,173,4,2.5,AWD,Auto,3484
Subaru Outback 2.5,22,29,Gas,174,173,4,2.5,AWD,Manual,3423
Subaru Outback 2.5i (PZEV,24,30,Gas,174,173,4,2.5,AWD,Auto,3484
Subaru Outback 2.5i (PZEV,22,29,Gas,174,173,4,2.5,AWD,Manual,3423
Subaru Outback 2.5i Limited,24,30,Gas,174,173,4,2.5,AWD,Auto,3538
Subaru Outback 2.5i Limited (PZEV,24,30,Gas,174,173,4,2.5,AWD,Auto,3538
Subaru Outback 2.5i Premium,24,30,Gas,174,173,4,2.5,AWD,Auto,3508
Subaru Outback 2.5i Premiu,22,29,Gas,174,173,4,2.5,AWD,Manual,3429
Subaru Outback 2.5i Premium (PZEV,24,30,Gas,174,173,4,2.5,AWD,Auto,3508
Subaru Outback 2.5i Premium (PZEV,22,29,Gas,174,173,4,2.5,AWD,Manual,3429
Subaru Outback 3.6R Limited,18,25,Gas,247,256,6,3.6,AWD,Auto,3648
Toyota Prius v Five,44,40,Hybrid,105,98,4,1.8,FWD,Auto,3274
Toyota Prius v Three,44,40,Hybrid,105,98,4,1.8,FWD,Auto,3274
Toyota Prius v Two,44,40,Hybrid,105,98,4,1.8,FWD,Auto,3274
Volkswagen Jetta SportWagen ,23,30,Gas,177,170,5,2.5,FWD,Auto,3257
Volkswagen Jetta SportWagen S,23,33,Gas,177,170,5,2.5,FWD,Manual,3186
Volkswagen Jetta SportWagen S,23,30,Gas,177,170,5,2.5,FWD,Auto,3257
Volkswagen Jetta SportWagen SE w/Moon Roo,23,30,Gas,177,170,5,2.5,FWD,Auto,3257
Volkswagen Jetta SportWagen TD,29,39,Diesel,236,140,4,2.0,FWD,Auto,3341
Volkswagen Jetta SportWagen TDI,30,42,Diesel,236,140,4,2.0,FWD,Manual,3283
Volkswagen Jetta SportWagen TDI w/Moon Roo,29,39,Diesel,236,140,4,2.0,FWD,Auto,3341
Volkswagen Jetta SportWagen TDI w/Moon Roo,30,42,Diesel,236,140,4,2.0,FWD,Manual,3283
Volkswagen Jetta SportWagen TDI w/Moon Roof & Navigatio,29,39,Diesel,236,140,4,2.0,FWD,Auto,3341
Volkswagen Jetta SportWagen TDI w/Moon Roof & Navigation,30,42,Diesel,236,140,4,2.0,FWD,Manual,3283
Volvo XC70 3.2,18,26,Gas,236,240,6,3.2,FWD,Auto,4147
Volvo XC70 3.2 Platinum,18,26,Gas,236,240,6,3.2,FWD,Auto,4147
Volvo XC70 3.2 Premier,18,26,Gas,236,240,6,3.2,FWD,Auto,4147
Volvo XC70 3.2 Premier Plus,18,26,Gas,236,240,6,3.2,FWD,Auto,4147
Volvo XC70 T6 AWD,17,24,Gas,325,300,6,3.0,AWD,Auto,4152
Volvo XC70 T6 Platinum AWD,17,24,Gas,325,300,6,3.0,AWD,Auto,4152
Volvo XC70 T6 Premier Plus AWD,17,24,Gas,325,300,6,3.0,AWD,Auto,4152
BMW X5 sDrive35i RWD,19,27,Gas,295,300,6,3.0,RWD,Auto,4680
BMW X5 xDrive35d AWD,23,31,Diesel,425,265,6,3.0,AWD,Auto,5192
BMW X5 xDrive35i AWD,18,27,Gas,295,300,6,3.0,AWD,Auto,4790
BMW X5 xDrive50i AWD,14,22,Gas,479,445,8,4.4,AWD,Auto,5150
Cadillac SRX,17,24,Gas,265,308,6,3.6,FWD,Auto,4277
Cadillac SRX Luxury Collection,17,24,Gas,265,308,6,3.6,FWD,Auto,4277
Cadillac SRX Luxury Collection AWD,16,23,Gas,265,308,6,3.6,AWD,Auto,4442
Cadillac SRX Performance Collection,17,24,Gas,265,308,6,3.6,FWD,Auto,4277
Cadillac SRX Performance Collection AWD,16,23,Gas,265,308,6,3.6,AWD,Auto,4442
Cadillac SRX Premium Collection,17,24,Gas,265,308,6,3.6,FWD,Auto,4277
Cadillac SRX Premium Collection AWD,16,23,Gas,265,308,6,3.6,AWD,Auto,4442
Chevrolet Equinox LS,22,32,Gas,172,182,4,2.4,FWD,Auto,3777
Chevrolet Equinox LS AWD,20,29,Gas,172,182,4,2.4,AWD,Auto,3926
Chevrolet Equinox LT AWD w/1L,20,29,Gas,272,301,6,3.6,AWD,Auto,3924
Chevrolet Equinox LT AWD w2L,20,29,Gas,272,301,6,3.6,AWD,Auto,3924
Chevrolet Equinox LT w/1L,22,32,Gas,272,301,6,3.6,FWD,Auto,3758
Chevrolet Equinox LT w/2L,22,32,Gas,272,301,6,3.6,FWD,Auto,3758
Chevrolet Equinox LTZ,22,32,Gas,272,301,6,3.6,FWD,Auto,3829
Chevrolet Equinox LTZ AWD,20,29,Gas,272,301,6,3.6,AWD,Auto,3993
Ford Edge Limited,19,27,Gas,270,285,6,3.5,FWD,Auto,4052
Ford Edge Limited AW,18,25,Gas,253,285,6,3.5,AWD,Auto,4226
Ford Edge SE,19,27,Gas,270,285,6,3.5,FWD,Auto,4052
Ford Edge SE AW,18,25,Gas,253,285,6,3.5,AWD,Auto,4226
Ford Edge SEL,19,27,Gas,270,285,6,3.5,FWD,Auto,4052
Ford Edge SEL AW,18,25,Gas,253,285,6,3.5,AWD,Auto,4226
Ford Edge Sport,18,26,Gas,280,305,6,3.7,FWD,Auto,4282
Ford Edge Sport AW,17,23,Gas,280,305,6,3.7,AWD,Auto,4458
GMC Terrain Denali,22,32,Gas,272,301,6,3.6,FWD,Auto,3881
GMC Terrain Denali AWD,20,29,Gas,272,301,6,3.6,AWD,Auto,4049
GMC Terrain SLE-1,22,32,Gas,172,182,4,2.4,FWD,Auto,3853
GMC Terrain SLE-1 AWD,20,29,Gas,172,182,4,2.4,AWD,Auto,4020
GMC Terrain SLE-2,22,32,Gas,272,301,6,3.6,FWD,Auto,3867
GMC Terrain SLE-2 AWD,20,29,Gas,272,301,6,3.6,AWD,Auto,4034
GMC Terrain SLT-1,22,32,Gas,272,301,6,3.6,FWD,Auto,3867
GMC Terrain SLT-1 AWD,20,29,Gas,272,301,6,3.6,AWD,Auto,4034
GMC Terrain SLT-2,22,32,Gas,272,301,6,3.6,FWD,Auto,3881
GMC Terrain SLT-2 AWD,20,29,Gas,272,301,6,3.6,AWD,Auto,4049
Honda Pilot EX,18,25,Gas,253,250,6,3.5,FWD,Auto,4295
Honda Pilot EX 4WD,17,24,Gas,253,250,6,3.5,4WD,Auto,4489
Honda Pilot EX-L,18,25,Gas,253,250,6,3.5,FWD,Auto,4354
Honda Pilot EX-L 4WD,17,24,Gas,253,250,6,3.5,4WD,Auto,4550
Honda Pilot EX-L 4WD w/DVD Rear Seat Entertainmen,17,24,Gas,253,250,6,3.5,4WD,Auto,4564
Honda Pilot EX-L 4WD w/Navigatio,17,24,Gas,253,250,6,3.5,4WD,Auto,4557
Honda Pilot EX-L w/DVD Rear Seat Entertainmen,18,25,Gas,253,250,6,3.5,FWD,Auto,4374
Honda Pilot EX-L w/Navigatio,18,25,Gas,253,250,6,3.5,FWD,Auto,4365
Honda Pilot LX,18,25,Gas,253,250,6,3.5,FWD,Auto,4299
Honda Pilot LX 4WD,17,24,Gas,253,250,6,3.5,4WD,Auto,4497
Honda Pilot Touring,18,25,Gas,253,250,6,3.5,FWD,Auto,4414
Honda Pilot Touring 4WD,17,24,Gas,253,250,6,3.5,4WD,Auto,4608
Hyundai Santa Fe Sport,20,27,Gas,181,190,4,2.4,FWD,Auto,3459
Hyundai Santa Fe Sport 2.0T,19,27,Gas,269,264,4,2.0,FWD,Auto,3569
Hyundai Santa Fe Sport 2.0T AWD,18,24,Gas,269,264,4,2.0,AWD,Auto,3706
Hyundai Santa Fe Sport 2.0T AWD w/Saddle Interior Colo,18,24,Gas,269,264,4,2.0,AWD,Auto,3706
Hyundai Santa Fe Sport 2.0T w/Saddle Interior Colo,19,27,Gas,269,264,4,2.0,FWD,Auto,3569
Hyundai Santa Fe Sport AWD,19,25,Gas,181,190,4,2.4,AWD,Auto,3616
Infiniti QX70 AWD,16,22,Gas,267,325,6,3.7,AWD,Auto,4321
Infiniti QX70 RWD,17,24,Gas,267,325,6,3.7,RWD,Auto,4209
Infiniti QX70 5.0 AWD,14,20,Gas,369,390,8,5.0,AWD,Auto,4562
Jeep Grand Cherokee Diesel Limited,22,30,Diesel,420,240,6,3.0,FWD,Auto,4875
Jeep Grand Cherokee Laredo,17,25,Flexible Fuel,260,290,6,3.6,FWD,Auto,4545
Jeep Grand Cherokee Laredo 4WD,17,24,Flexible Fuel,260,290,6,3.6,4WD,Auto,4677
Jeep Grand Cherokee Laredo E,17,25,Flexible Fuel,260,290,6,3.6,FWD,Auto,4545
Jeep Grand Cherokee Laredo E 4WD,17,24,Flexible Fuel,260,290,6,3.6,4WD,Auto,4677
Jeep Grand Cherokee Limited,17,25,Gas,260,290,6,3.6,FWD,Auto,4685
Jeep Grand Cherokee Limited 4WD,17,24,Gas,260,290,6,3.6,4WD,Auto,4875
Jeep Grand Cherokee Overland,17,25,Gas,260,290,6,3.6,FWD,Auto,4754
Jeep Grand Cherokee Overland 4WD,17,24,Gas,260,290,6,3.6,4WD,Auto,4984
Jeep Grand Cherokee SRT 4WD,13,19,Gas,465,470,8,6.4,4WD,Auto,5150
Jeep Grand Cherokee Summit,17,25,Gas,260,290,6,3.6,FWD,Auto,4725
Jeep Grand Cherokee Summit 4WD,17,24,Gas,260,290,6,3.6,4WD,Auto,4955
Kia Sorento EX,18,25,Gas,252,290,6,3.3,FWD,Auto,3722
Kia Sorento EX AWD,18,24,Gas,252,290,6,3.3,AWD,Auto,3894
Kia Sorento LX,20,26,Gas,181,191,4,2.4,FWD,Auto,3594
Kia Sorento LX AWD,19,24,Gas,181,191,4,2.4,AWD,Auto,3766
Kia Sorento SX,18,25,Gas,252,290,6,3.3,FWD,Auto,3722
Kia Sorento SX AWD,18,24,Gas,252,290,6,3.3,AWD,Auto,3894
Kia Sorento SXL,18,25,Gas,252,290,6,3.3,FWD,Auto,3722
Kia Sorento SXL AWD,18,24,Gas,252,290,6,3.3,AWD,Auto,3894
Kia Sorento V6 LX,18,25,Gas,252,290,6,3.3,FWD,Auto,3722
Kia Sorento V6 LX AWD,18,24,Gas,252,290,6,3.3,AWD,Auto,3894
Land Rover Range Rover Sport Autobiography 4WD,14,19,Gas,461,510,8,5.0,4WD,Auto,5093
Land Rover Range Rover Sport HSE 4WD,17,23,Gas,332,340,6,3.0,4WD,Auto,4727
Land Rover Range Rover Sport SE 4WD,17,23,Gas,332,340,6,3.0,4WD,Auto,4727
Land Rover Range Rover Sport Supercharged 4WD,14,19,Gas,461,510,8,5.0,4WD,Auto,5093
Lexus RX 350,18,25,Gas,248,270,6,3.5,FWD,Auto,4178
Lexus RX 350 AWD,18,24,Gas,248,270,6,3.5,AWD,Auto,4343
Lexus RX 350 F Sport AWD,18,26,Gas,248,270,6,3.5,AWD,Auto,4510
Lexus RX 450h,32,28,Hybrid,234,295,6,3.5,FWD,Auto,4520
Lexus RX 450h AWD,30,28,Hybrid,234,295,6,3.5,AWD,Auto,4652
Lincoln MKX AW,17,23,Gas,280,305,6,3.7,AWD,Auto,4413
Mercedes-Benz ML350,18,24,Gas,273,302,6,3.5,FWD,Auto,4652
Mercedes-Benz ML350 4MATIC AWD,17,22,Gas,273,302,6,3.5,AWD,Auto,4751
Mercedes-Benz ML350 BlueTEC 4MATIC AWD,20,28,Diesel,455,240,6,3.0,AWD,Auto,5038
Mercedes-Benz ML550 4MATIC AWD,14,19,Gas,443,402,8,4.6,AWD,Auto,4982
Mercedes-Benz ML63 AMG 4MATIC AWD,13,17,Gas,516,518,8,5.5,AWD,Auto,5238
Nissan Murano CrossCabriolet AWD,17,22,Gas,248,265,6,3.5,AWD,Auto,4435
Nissan Murano LE,18,24,Gas,240,260,6,3.5,FWD,Auto,4007
Nissan Murano LE AWD,18,23,Gas,240,260,6,3.5,AWD,Auto,4155
Nissan Murano S,18,24,Gas,240,260,6,3.5,FWD,Auto,3823
Nissan Murano S AWD,18,23,Gas,240,260,6,3.5,AWD,Auto,3971
Nissan Murano SL,18,24,Gas,240,260,6,3.5,FWD,Auto,3975
